,KGISWardID,KGISWardNa,date,mean,year,month,day
346,5215,Azad Nagar,2019-01-25,0.2060424679704141,2019,1,25
347,5218,Sudham Nagara,2019-01-25,0.1943597847243912,2019,1,25
348,5219,Dharmaraya Swamy Temple Ward,2019-01-25,0.214984881506679,2019,1,25
349,5222,Sunkenahalli,2019-01-25,0.2325919714561749,2019,1,25
350,5223,Vishveshwara Puram,2019-01-25,0.2274028301670013,2019,1,25
351,5226,Ashoka Pillar,2019-01-25,0.262802422051264,2019,1,25
352,5227,Someshwara Nagar,2019-01-25,0.2490490131263215,2019,1,25
353,5230,Hombegowda Nagara,2019-01-25,0.2530932320459693,2019,1,25
354,5231,Domlur,2019-01-25,0.29457234207878,2019,1,25
355,5234,Jogupalya,2019-01-25,0.2770066636503764,2019,1,25
356,5235,Agaram,2019-01-25,0.3439267274724604,2019,1,25
357,5238,Shantala Nagar,2019-01-25,0.2974867780040385,2019,1,25
358,5239,Shanthi Nagar,2019-01-25,0.2509021026880606,2019,1,25
359,5242,Neelasandra,2019-01-25,0.2781856292711122,2019,1,25
360,5243,Vannarapete,2019-01-25,0.3159243776037619,2019,1,25
361,5246,Ejipura,2019-01-25,0.2964504608696085,2019,1,25
362,5247,Koramangala,2019-01-25,0.2784664129671569,2019,1,25
363,5250,Adugodi,2019-01-25,0.2545747490836942,2019,1,25
364,5251,Lakkasandra,2019-01-25,0.2732520191134817,2019,1,25
365,5254,Suddagunte Palya,2019-01-25,0.231871000359306,2019,1,25
366,5255,Madivala,2019-01-25,0.2025745554800092,2019,1,25
367,5258,Jakkasandra,2019-01-25,0.2548312262978472,2019,1,25
368,5259,BTM Layout,2019-01-25,0.2276205349890005,2019,1,25
369,5262,N S Palya,2019-01-25,0.228066393707113,2019,1,25
370,5263,Gurappanapalya,2019-01-25,0.1935486448300475,2019,1,25
371,5266,Tilak Nagar,2019-01-25,0.2075807601877372,2019,1,25
372,5267,Byrasandra,2019-01-25,0.2613011296272807,2019,1,25
373,5270,Shakambari Nagar,2019-01-25,0.2811414117645792,2019,1,25
374,5271,J P Nagar,2019-01-25,0.2364609801565332,2019,1,25
